"","subject","native_lang","age","gender","trial","story","reaction_time","response_a","response_b","response_c","response_d","report_a","report_b","report_c","tag_a","tag_b","tag_c","exhaustive_seen","mention_one_high_seen","mention_one_low_seen","mention_some_high_seen","mention_some_low_seen","false_report_seen","none_of_above_seen","exhaustive_chosen","mention_one_high_chosen","mention_one_low_chosen","mention_some_high_chosen","mention_some_low_chosen","false_report_chosen","none_of_above_chosen"
"1537","APRZ7BR8C0ZMQ","english",65,"male","low","low_la",56480,"1","1","1",0,"Diner E.","Diner B.","Diners A and E.","mo-l","f","ms-l",0,0,1,0,1,1,1,0,0,1,0,1,1,0
"1538","APRZ7BR8C0ZMQ","english",65,"male","high","high_operative",79413,"1","0","1",0,"The Northeast district.","The West district.","The Northeast and Southwest districts.","mo-h","f","ms-h",0,1,0,1,0,1,1,0,1,0,1,0,0,0
"1540","APRZ7BR8C0ZMQ","english",65,"male","low","low_pic",52124,"1","1","1",0,"Locations A and D.","Location F.","Locations A, D, E, and F.","ms-h","mo-l","exh",1,0,1,1,0,0,1,1,0,1,1,0,0,0
"1541","APRZ7BR8C0ZMQ","english",65,"male","high","high_fbi",54616,"1","0","0",0,"Place F.","Places B and E.","Places F, A, B, C and E.","mo-h","ms-l","exh",1,1,0,0,1,0,1,0,1,0,0,0,0,0
"1542","APRZ7BR8C0ZMQ","english",65,"male","low","low_yoga",55873,"1","1","1",0,"Studio F.","Studio A.","Studios F, E, D, C and B.","mo-h","f","exh",1,1,0,0,0,1,1,1,1,0,0,0,1,0
"1544","APRZ7BR8C0ZMQ","english",65,"male","high","high_inspector",53446,"1","1","1",0,"Restaurant E.","Restaurant A.","Restaurants C and E.","mo-l","mo-h","ms-l",0,1,1,0,1,0,1,0,1,1,0,1,0,0
"1545","APRZ7BR8C0ZMQ","english",65,"male","low","low_brother",31599,"1","1","1",0,"Stalls C, D, A, F and B.","Stalls A and B.","Stall E.","exh","ms-l","f",1,0,0,0,1,1,1,1,0,0,0,1,1,0
"1546","APRZ7BR8C0ZMQ","english",65,"male","high","high_terrorism",34580,"1","1","1",0,"Store E.","Stores E and B.","Store F.","mo-h","ms-h","mo-l",0,1,1,1,0,0,1,0,1,1,1,0,0,0
"1552","A3BFMY5OX2WMUW","English",26,"male","high","high_terrorism",52161,"1","1","1",0,"Store E.","Store F.","Stores E and B.","mo-h","mo-l","ms-h",0,1,1,1,0,0,1,0,1,1,1,0,0,0
"1553","A3BFMY5OX2WMUW","English",26,"male","low","low_la",27922,"1","1","1",0,"Diners C and F.","Diner E.","Diners A and E.","ms-h","mo-l","ms-l",0,0,1,1,1,0,1,0,0,1,1,1,0,0
"1555","A3BFMY5OX2WMUW","English",26,"male","high","high_fbi",67191,"1","0","0",0,"Places F, A, B, C and E.","Places F and A.","Places B and E.","exh","ms-h","ms-l",1,0,0,1,1,0,1,1,0,0,0,0,0,0
"1556","A3BFMY5OX2WMUW","English",26,"male","low","low_brother",54194,"1","1","0",0,"Stall C.","Stalls C and D.","Stall B.","mo-h","ms-h","mo-l",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"1558","A3BFMY5OX2WMUW","English",26,"male","high","high_inspector",37202,"1","1","1",0,"Restaurant E.","Restaurants C and E.","Restaurant A.","mo-l","ms-l","mo-h",0,1,1,0,1,0,1,0,1,1,0,1,0,0
"1559","A3BFMY5OX2WMUW","English",26,"male","low","low_coffee",33307,"1","1","1",0,"Cafe D.","Cafe E.","Cafes E and B.","mo-l","mo-h","ms-h",0,1,1,1,0,0,1,0,1,1,1,0,0,0
"1560","A3BFMY5OX2WMUW","English",26,"male","high","high_firefighter",36654,"1","0","1",0,"The fourth and sixth floors.","The first floor.","The fifth floor.","ms-l","f","mo-h",0,1,0,0,1,1,1,0,1,0,0,1,0,0
"1562","A3BFMY5OX2WMUW","English",26,"male","low","low_pic",28376,"1","1","0",0,"Locations A and D.","Location A.","Location F.","ms-h","mo-h","mo-l",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"1563","A3BFMY5OX2WMUW","English",26,"male","high","high_operative",58847,"1","1","1",0,"The Northeast and Southwest districts.","The Northeast district.","The North district.","ms-h","mo-h","mo-l",0,1,1,1,0,0,1,0,1,1,1,0,0,0
"1564","A3BFMY5OX2WMUW","English",26,"male","low","low_yoga",14525,"0","1","1",0,"Studio A.","Studio F.","Studios F, E, D, C and B.","f","mo-h","exh",1,1,0,0,0,1,1,1,1,0,0,0,0,0
"1570","A34VLM2UC0JY11","English",29,"female","high","high_firefighter",33998,"0","0","1",0,"The fifth and second floors.","The sixth floor.","The fifth, second, fourth, third and sixth floors.","ms-h","mo-l","exh",1,0,1,1,0,0,1,1,0,0,0,0,0,0
"1571","A34VLM2UC0JY11","English",29,"female","low","low_yoga",25130,"0","1","0",0,"Studio B.","Studio F.","Studios C and B.","mo-l","mo-h","ms-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1572","A34VLM2UC0JY11","English",29,"female","high","high_operative",34008,"0","0","1",0,"The Northeast district.","The West district.","The Northeast and Southwest districts.","mo-h","f","ms-h",0,1,0,1,0,1,1,0,0,0,1,0,0,0
"1574","A34VLM2UC0JY11","English",29,"female","low","low_coffee",18458,"0","0","1",0,"Cafes F and D.","Cafe D.","Cafes E and B.","ms-l","mo-l","ms-h",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"1575","A34VLM2UC0JY11","English",29,"female","high","high_inspector",22638,"1","0","0",0,"Restaurants A and B.","Restaurants C and E.","Restaurant F.","ms-h","ms-l","f",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"1577","A34VLM2UC0JY11","English",29,"female","low","low_brother",20522,"1","0","0",0,"Stalls C and D.","Stall C.","Stalls A and B.","ms-h","mo-h","ms-l",0,1,0,1,1,0,1,0,0,0,1,0,0,0
"1578","A34VLM2UC0JY11","English",29,"female","high","high_fbi",29232,"1","0","0",0,"Places F, A, B, C and E.","Place E.","Place F.","exh","mo-l","mo-h",1,1,1,0,0,0,1,1,0,0,0,0,0,0
"1579","A34VLM2UC0JY11","English",29,"female","low","low_pic",17694,"0","0","1",0,"Location B.","Location F.","Locations A and D.","f","mo-l","ms-h",0,0,1,1,0,1,1,0,0,0,1,0,0,0
"1581","A34VLM2UC0JY11","English",29,"female","high","high_terrorism",16868,"0","1","0",0,"Store F.","Store E.","Stores A and F.","mo-l","mo-h","ms-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1582","A34VLM2UC0JY11","English",29,"female","low","low_la",18698,"0","1","0",0,"Diners A and E.","Diners C, F, A, D, and E.","Diner E.","ms-l","exh","mo-l",1,0,1,0,1,0,1,1,0,0,0,0,0,0
"1588","AU01P6YB9J5JX","english",49,"female","high","high_terrorism",38902,"0","0","1",0,"Store C.","Stores A and F.","Stores E and B.","f","ms-l","ms-h",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"1589","AU01P6YB9J5JX","english",49,"female","low","low_yoga",27694,"1","0","0",0,"Studios F and E.","Studios C and B.","Studio B.","ms-h","ms-l","mo-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"1591","AU01P6YB9J5JX","english",49,"female","high","high_fbi",33391,"0","0","1",0,"Place F.","Place E.","Places F, A, B, C and E.","mo-h","mo-l","exh",1,1,1,0,0,0,1,1,0,0,0,0,0,0
"1592","AU01P6YB9J5JX","english",49,"female","low","low_coffee",31094,"0","0","1",0,"Cafes F and D.","Cafe A.","Cafe E.","ms-l","f","mo-h",0,1,0,0,1,1,1,0,1,0,0,0,0,0
"1594","AU01P6YB9J5JX","english",49,"female","high","high_inspector",33702,"0","0","0",1,"Restaurants C and E.","Restaurant F.","Restaurant E.","ms-l","f","mo-l",0,0,1,0,1,1,1,0,0,0,0,0,0,1
"1595","AU01P6YB9J5JX","english",49,"female","low","low_la",12629,"1","0","0",0,"Diner C.","Diners A and E.","Diner E.","mo-h","ms-l","mo-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1596","AU01P6YB9J5JX","english",49,"female","high","high_firefighter",23117,"0","0","0",1,"The fourth and sixth floors.","The first floor.","The sixth floor.","ms-l","f","mo-l",0,0,1,0,1,1,1,0,0,0,0,0,0,1
"1598","AU01P6YB9J5JX","english",49,"female","low","low_brother",24943,"0","0","1",0,"Stalls C, D, A, F and B.","Stall B.","Stalls C and D.","exh","mo-l","ms-h",1,0,1,1,0,0,1,0,0,0,1,0,0,0
"1599","AU01P6YB9J5JX","english",49,"female","high","high_operative",34663,"0","0","0",1,"The West district.","The North district.","The Northeast district.","f","mo-l","mo-h",0,1,1,0,0,1,1,0,0,0,0,0,0,1
"1600","AU01P6YB9J5JX","english",49,"female","low","low_pic",34845,"1","0","1",0,"Locations D and F.","Location F.","Location A.","ms-l","mo-l","mo-h",0,1,1,0,1,0,1,0,1,0,0,1,0,0
"1606","A2VD133723IZR8","English",50,"female","low","low_yoga",30056,"0","1","0",0,"Studios C and B.","Studios F and E.","Studio A.","ms-l","ms-h","f",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"1607","A2VD133723IZR8","English",50,"female","high","high_operative",102146,"0","0","1",0,"The Northeast, Southwest, South, Southeast and North districts.","The North district.","The Northeast district.","exh","mo-l","mo-h",1,1,1,0,0,0,1,0,1,0,0,0,0,0
"1608","A2VD133723IZR8","English",50,"female","low","low_brother",7701,"0","1","0",0,"Stall C.","Stalls C, D, A, F and B.","Stalls A and B.","mo-h","exh","ms-l",1,1,0,0,1,0,1,1,0,0,0,0,0,0
"1610","A2VD133723IZR8","English",50,"female","high","high_firefighter",16212,"0","0","1",0,"The first floor.","The sixth floor.","The fifth floor.","f","mo-l","mo-h",0,1,1,0,0,1,1,0,1,0,0,0,0,0
"1611","A2VD133723IZR8","English",50,"female","low","low_coffee",7698,"1","0","0",0,"Cafe E.","Cafe A.","Cafes E, B, F, C and D.","mo-h","f","exh",1,1,0,0,0,1,1,0,1,0,0,0,0,0
"1613","A2VD133723IZR8","English",50,"female","high","high_inspector",17164,"1","0","0",0,"Restaurants A and B.","Restaurants C and E.","Restaurant F.","ms-h","ms-l","f",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"1614","A2VD133723IZR8","English",50,"female","low","low_pic",13742,"1","1","0",0,"Locations A and D.","Location A.","Location F.","ms-h","mo-h","mo-l",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"1615","A2VD133723IZR8","English",50,"female","high","high_terrorism",22242,"0","1","0",0,"Store C.","Stores E and B.","Stores A and F.","f","ms-h","ms-l",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"1617","A2VD133723IZR8","English",50,"female","low","low_la",6201,"0","1","0",0,"Diners A and E.","Diners C and F.","Diner E.","ms-l","ms-h","mo-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"1618","A2VD133723IZR8","English",50,"female","high","high_fbi",10617,"1","1","0",0,"Places F and A.","Place F.","Place D.","ms-h","mo-h","f",0,1,0,1,0,1,1,0,1,0,1,0,0,0
"1624","A35K3YVCX1LVPE","English",30,"female","low","low_coffee",86447,"0","1","1",0,"Cafe A.","Cafes E and B.","Cafes E, B, F, C and D.","f","ms-h","exh",1,0,0,1,0,1,1,1,0,0,1,0,0,0
"1625","A35K3YVCX1LVPE","English",30,"female","high","high_inspector",397901,"1","0","1",0,"Restaurant A.","Restaurant E.","Restaurants C and E.","mo-h","mo-l","ms-l",0,1,1,0,1,0,1,0,1,0,0,1,0,0
"1627","A35K3YVCX1LVPE","English",30,"female","low","low_yoga",224380,"1","1","1",0,"Studios C and B.","Studio B.","Studios F, E, D, C and B.","ms-l","mo-l","exh",1,0,1,0,1,0,1,1,0,1,0,1,0,0
"1628","A35K3YVCX1LVPE","English",30,"female","high","high_fbi",72144,"1","1","0",0,"Places F and A.","Place F.","Place E.","ms-h","mo-h","mo-l",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"1630","A35K3YVCX1LVPE","English",30,"female","low","low_pic",345519,"0","0","1",0,"Location B.","Location F.","Locations A and D.","f","mo-l","ms-h",0,0,1,1,0,1,1,0,0,0,1,0,0,0
"1631","A35K3YVCX1LVPE","English",30,"female","high","high_terrorism",39801,"1","0","1",0,"Stores E and B.","Store F.","Stores E, B, A, D, and F.","ms-h","mo-l","exh",1,0,1,1,0,0,1,1,0,0,1,0,0,0
"1632","A35K3YVCX1LVPE","English",30,"female","low","low_la",25447,"0","1","1",0,"Diners A and E.","Diners C, F, A, D, and E.","Diner C.","ms-l","exh","mo-h",1,1,0,0,1,0,1,1,1,0,0,0,0,0
"1634","A35K3YVCX1LVPE","English",30,"female","high","high_firefighter",55375,"1","0","1",0,"The fifth and second floors.","The first floor.","The sixth floor.","ms-h","f","mo-l",0,0,1,1,0,1,1,0,0,1,1,0,0,0
"1635","A35K3YVCX1LVPE","English",30,"female","low","low_brother",45754,"0","1","1",0,"Stall E.","Stall C.","Stalls A and B.","f","mo-h","ms-l",0,1,0,0,1,1,1,0,1,0,0,1,0,0
"1636","A35K3YVCX1LVPE","English",30,"female","high","high_operative",93388,"1","0","1",0,"The Northeast district.","The North district.","The Northeast and Southwest districts.","mo-h","mo-l","ms-h",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"1642","A1H58NTMLKRT02","English",24,"male","low","low_brother",35939,"0","1","0",0,"Stalls A and B.","Stall C.","Stall E.","ms-l","mo-h","f",0,1,0,0,1,1,1,0,1,0,0,0,0,0
"1643","A1H58NTMLKRT02","English",24,"male","high","high_firefighter",25188,"1","0","0",0,"The fifth and second floors.","The sixth floor.","The fifth floor.","ms-h","mo-l","mo-h",0,1,1,1,0,0,1,0,0,0,1,0,0,0
"1644","A1H58NTMLKRT02","English",24,"male","low","low_pic",29218,"0","1","0",0,"Locations D and F.","Location A.","Location F.","ms-l","mo-h","mo-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1646","A1H58NTMLKRT02","English",24,"male","high","high_inspector",26452,"1","1","0",0,"Restaurant E.","Restaurants A and B.","Restaurant F.","mo-l","ms-h","f",0,0,1,1,0,1,1,0,0,1,1,0,0,0
"1647","A1H58NTMLKRT02","English",24,"male","low","low_yoga",31945,"0","0","1",0,"Studios C and B.","Studio A.","Studios F and E.","ms-l","f","ms-h",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"1649","A1H58NTMLKRT02","English",24,"male","high","high_terrorism",43384,"1","0","0",0,"Stores E and B.","Store E.","Stores A and F.","ms-h","mo-h","ms-l",0,1,0,1,1,0,1,0,0,0,1,0,0,0
"1650","A1H58NTMLKRT02","English",24,"male","low","low_coffee",30025,"1","1","0",0,"Cafe E.","Cafes E and B.","Cafes F and D.","mo-h","ms-h","ms-l",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"1651","A1H58NTMLKRT02","English",24,"male","high","high_operative",37869,"1","1","0",0,"The Northeast and Southwest districts.","The South and North districts.","The West district.","ms-h","ms-l","f",0,0,0,1,1,1,1,0,0,0,1,1,0,0
"1653","A1H58NTMLKRT02","English",24,"male","low","low_la",24581,"0","0","1",0,"Diner E.","Diners C, F, A, D, and E.","Diners C and F.","mo-l","exh","ms-h",1,0,1,1,0,0,1,0,0,0,1,0,0,0
"1654","A1H58NTMLKRT02","English",24,"male","high","high_fbi",31756,"1","1","0",0,"Places F, A, B, C and E.","Places F and A.","Places B and E.","exh","ms-h","ms-l",1,0,0,1,1,0,1,1,0,0,1,0,0,0
"1660","A3DIY0LLAPKP64","English",29,"female","low","low_la",30202,"0","1","0",0,"Diners A and E.","Diner C.","Diner E.","ms-l","mo-h","mo-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1661","A3DIY0LLAPKP64","English",29,"female","high","high_operative",34631,"1","0","0",0,"The Northeast, Southwest, South, Southeast and North districts.","The South and North districts.","The West district.","exh","ms-l","f",1,0,0,0,1,1,1,1,0,0,0,0,0,0
"1662","A3DIY0LLAPKP64","English",29,"female","low","low_pic",18606,"1","1","0",0,"Location A.","Locations A, D, E, and F.","Location B.","mo-h","exh","f",1,1,0,0,0,1,1,1,1,0,0,0,0,0
"1664","A3DIY0LLAPKP64","English",29,"female","high","high_firefighter",23785,"0","1","1",0,"The first floor.","The fifth and second floors.","The fifth floor.","f","ms-h","mo-h",0,1,0,1,0,1,1,0,1,0,1,0,0,0
"1665","A3DIY0LLAPKP64","English",29,"female","low","low_yoga",14875,"1","0","1",0,"Studio F.","Studios C and B.","Studios F and E.","mo-h","ms-l","ms-h",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"1667","A3DIY0LLAPKP64","English",29,"female","high","high_fbi",23048,"1","0","1",0,"Places F and A.","Places B and E.","Place F.","ms-h","ms-l","mo-h",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"1668","A3DIY0LLAPKP64","English",29,"female","low","low_brother",24358,"1","1","0",0,"Stall C.","Stalls C, D, A, F and B.","Stall B.","mo-h","exh","mo-l",1,1,1,0,0,0,1,1,1,0,0,0,0,0
"1669","A3DIY0LLAPKP64","English",29,"female","high","high_inspector",30063,"0","0","1",0,"Restaurants C and E.","Restaurant E.","Restaurants A and B.","ms-l","mo-l","ms-h",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"1671","A3DIY0LLAPKP64","English",29,"female","low","low_coffee",14094,"0","1","1",0,"Cafe A.","Cafes E, B, F, C and D.","Cafes E and B.","f","exh","ms-h",1,0,0,1,0,1,1,1,0,0,1,0,0,0
"1672","A3DIY0LLAPKP64","English",29,"female","high","high_terrorism",16000,"1","0","0",0,"Stores E and B.","Store F.","Stores A and F.","ms-h","mo-l","ms-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"1678","A3JP7DIFRS0ZBY","english",48,"male","high","high_inspector",2547,"0","0","1",0,"Restaurants C and E.","Restaurants A and B.","Restaurant A.","ms-l","ms-h","mo-h",0,1,0,1,1,0,1,0,1,0,0,0,0,0
"1679","A3JP7DIFRS0ZBY","english",48,"male","low","low_yoga",1328,"0","1","0",0,"Studios C and B.","Studio F.","Studio B.","ms-l","mo-h","mo-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1680","A3JP7DIFRS0ZBY","english",48,"male","high","high_fbi",1096,"0","0","1",0,"Place E.","Place F.","Places B and E.","mo-l","mo-h","ms-l",0,1,1,0,1,0,1,0,0,0,0,1,0,0
"1682","A3JP7DIFRS0ZBY","english",48,"male","low","low_pic",2321,"0","0","1",0,"Location F.","Locations D and F.","Location B.","mo-l","ms-l","f",0,0,1,0,1,1,1,0,0,0,0,0,1,0
"1683","A3JP7DIFRS0ZBY","english",48,"male","high","high_operative",1677,"0","1","0",0,"The North district.","The Northeast district.","The South and North districts.","mo-l","mo-h","ms-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1685","A3JP7DIFRS0ZBY","english",48,"male","low","low_coffee",2126,"0","0","1",0,"Cafes E, B, F, C and D.","Cafes E and B.","Cafe D.","exh","ms-h","mo-l",1,0,1,1,0,0,1,0,0,1,0,0,0,0
"1686","A3JP7DIFRS0ZBY","english",48,"male","high","high_firefighter",1793,"0","0","0",1,"The fourth and sixth floors.","The fifth floor.","The first floor.","ms-l","mo-h","f",0,1,0,0,1,1,1,0,0,0,0,0,0,1
"1687","A3JP7DIFRS0ZBY","english",48,"male","low","low_brother",1158,"0","1","0",0,"Stall C.","Stalls C and D.","Stall E.","mo-h","ms-h","f",0,1,0,1,0,1,1,0,0,0,1,0,0,0
"1689","A3JP7DIFRS0ZBY","english",48,"male","high","high_terrorism",1900,"0","0","1",0,"Stores A and F.","Stores E and B.","Stores E, B, A, D, and F.","ms-l","ms-h","exh",1,0,0,1,1,0,1,1,0,0,0,0,0,0
"1690","A3JP7DIFRS0ZBY","english",48,"male","low","low_la",1012,"0","1","0",0,"Diner B.","Diners A and E.","Diner C.","f","ms-l","mo-h",0,1,0,0,1,1,1,0,0,0,0,1,0,0
"1696","AVLCTOHSUQHYU","English",50,"female","low","low_brother",29427,"0","1","0",0,"Stall E.","Stalls C and D.","Stalls C, D, A, F and B.","f","ms-h","exh",1,0,0,1,0,1,1,0,0,0,1,0,0,0
"1697","AVLCTOHSUQHYU","English",50,"female","high","high_inspector",14545,"1","0","0",0,"Restaurant A.","Restaurant E.","Restaurants C and E.","mo-h","mo-l","ms-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1699","AVLCTOHSUQHYU","English",50,"female","low","low_pic",16685,"0","0","1",0,"Location F.","Locations D and F.","Locations A and D.","mo-l","ms-l","ms-h",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"1700","AVLCTOHSUQHYU","English",50,"female","high","high_terrorism",14677,"0","0","1",0,"Store F.","Stores A and F.","Stores E and B.","mo-l","ms-l","ms-h",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"1702","AVLCTOHSUQHYU","English",50,"female","low","low_yoga",9202,"0","0","1",0,"Studios C and B.","Studios F, E, D, C and B.","Studios F and E.","ms-l","exh","ms-h",1,0,0,1,1,0,1,0,0,0,1,0,0,0
"1703","AVLCTOHSUQHYU","English",50,"female","high","high_operative",32498,"0","0","0",1,"The West district.","The Northeast, Southwest, South, Southeast and North districts.","The Northeast and Southwest districts.","f","exh","ms-h",1,0,0,1,0,1,1,0,0,0,0,0,0,1
"1704","AVLCTOHSUQHYU","English",50,"female","low","low_la",12285,"0","0","1",0,"Diner E.","Diner B.","Diners C and F.","mo-l","f","ms-h",0,0,1,1,0,1,1,0,0,0,1,0,0,0
"1706","AVLCTOHSUQHYU","English",50,"female","high","high_firefighter",7238,"1","0","0",0,"The fifth and second floors.","The sixth floor.","The fifth floor.","ms-h","mo-l","mo-h",0,1,1,1,0,0,1,0,0,0,1,0,0,0
"1707","AVLCTOHSUQHYU","English",50,"female","low","low_coffee",12492,"0","1","0",0,"Cafe D.","Cafes E, B, F, C and D.","Cafes F and D.","mo-l","exh","ms-l",1,0,1,0,1,0,1,1,0,0,0,0,0,0
"1708","AVLCTOHSUQHYU","English",50,"female","high","high_fbi",14162,"0","0","0",1,"Place F.","Places F and A.","Places F, A, B, C and E.","mo-h","ms-h","exh",1,1,0,1,0,0,1,0,0,0,0,0,0,1
"1714","A1O7WUQDKPZGH4","english",55,"female","high","high_fbi",40158,"1","1","1",0,"Place F.","Place D.","Places B and E.","mo-h","f","ms-l",0,1,0,0,1,1,1,0,1,0,0,1,1,0
"1715","A1O7WUQDKPZGH4","english",55,"female","low","low_la",91452,"0","1","0",0,"Diner C.","Diners A and E.","Diner E.","mo-h","ms-l","mo-l",0,1,1,0,1,0,1,0,0,0,0,1,0,0
"1716","A1O7WUQDKPZGH4","english",55,"female","high","high_firefighter",24702,"0","0","0",1,"The fifth floor.","The sixth floor.","The first floor.","mo-h","mo-l","f",0,1,1,0,0,1,1,0,0,0,0,0,0,1
"1718","A1O7WUQDKPZGH4","english",55,"female","low","low_brother",19161,"0","0","1",0,"Stalls C and D.","Stalls A and B.","Stalls C, D, A, F and B.","ms-h","ms-l","exh",1,0,0,1,1,0,1,1,0,0,0,0,0,0
"1719","A1O7WUQDKPZGH4","english",55,"female","high","high_operative",12464,"0","0","1",0,"The North district.","The West district.","The Northeast and Southwest districts.","mo-l","f","ms-h",0,0,1,1,0,1,1,0,0,0,1,0,0,0
"1721","A1O7WUQDKPZGH4","english",55,"female","low","low_coffee",16182,"1","1","0",0,"Cafes F and D.","Cafes E and B.","Cafe E.","ms-l","ms-h","mo-h",0,1,0,1,1,0,1,0,0,0,1,1,0,0
"1722","A1O7WUQDKPZGH4","english",55,"female","high","high_inspector",15181,"0","1","1",0,"Restaurant F.","Restaurants C and E.","Restaurants A and B.","f","ms-l","ms-h",0,0,0,1,1,1,1,0,0,0,1,1,0,0
"1723","A1O7WUQDKPZGH4","english",55,"female","low","low_pic",11026,"0","0","1",0,"Location A.","Location F.","Locations D and F.","mo-h","mo-l","ms-l",0,1,1,0,1,0,1,0,0,0,0,1,0,0
"1725","A1O7WUQDKPZGH4","english",55,"female","high","high_terrorism",19506,"0","1","0",0,"Store F.","Stores E, B, A, D, and F.","Stores A and F.","mo-l","exh","ms-l",1,0,1,0,1,0,1,1,0,0,0,0,0,0
"1726","A1O7WUQDKPZGH4","english",55,"female","low","low_yoga",7964,"0","1","1",0,"Studio B.","Studios C and B.","Studios F and E.","mo-l","ms-l","ms-h",0,0,1,1,1,0,1,0,0,0,1,1,0,0
"1732","ACNHKXWKZRUZ5","english",38,"male","high","high_operative",91050,"1","0","0",0,"The Northeast, Southwest, South, Southeast and North districts.","The North district.","The Northeast district.","exh","mo-l","mo-h",1,1,1,0,0,0,1,1,0,0,0,0,0,0
"1733","ACNHKXWKZRUZ5","english",38,"male","low","low_coffee",33548,"0","0","0",1,"Cafes E and B.","Cafe E.","Cafe A.","ms-h","mo-h","f",0,1,0,1,0,1,1,0,0,0,0,0,0,1
"1734","ACNHKXWKZRUZ5","english",38,"male","high","high_inspector",47198,"0","0","1",0,"Restaurant E.","Restaurants C and E.","Restaurants A and B.","mo-l","ms-l","ms-h",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"1736","ACNHKXWKZRUZ5","english",38,"male","low","low_la",90424,"0","0","0",1,"Diner C.","Diner E.","Diners C and F.","mo-h","mo-l","ms-h",0,1,1,1,0,0,1,0,0,0,0,0,0,1
"1737","ACNHKXWKZRUZ5","english",38,"male","high","high_firefighter",42750,"1","0","0",0,"The fifth and second floors.","The fifth, second, fourth, third and sixth floors.","The fourth and sixth floors.","ms-h","exh","ms-l",1,0,0,1,1,0,1,0,0,0,1,0,0,0
"1739","ACNHKXWKZRUZ5","english",38,"male","low","low_yoga",51544,"1","1","1",0,"Studios F, E, D, C and B.","Studio B.","Studios F and E.","exh","mo-l","ms-h",1,0,1,1,0,0,1,1,0,1,1,0,0,0
"1740","ACNHKXWKZRUZ5","english",38,"male","high","high_terrorism",21686,"1","1","1",0,"Stores E, B, A, D, and F.","Store E.","Store F.","exh","mo-h","mo-l",1,1,1,0,0,0,1,1,1,1,0,0,0,0
"1741","ACNHKXWKZRUZ5","english",38,"male","low","low_brother",24216,"0","1","1",0,"Stall E.","Stalls A and B.","Stalls C and D.","f","ms-l","ms-h",0,0,0,1,1,1,1,0,0,0,1,1,0,0
"1743","ACNHKXWKZRUZ5","english",38,"male","high","high_fbi",52394,"1","1","1",0,"Places B and E.","Places F, A, B, C and E.","Place E.","ms-l","exh","mo-l",1,0,1,0,1,0,1,1,0,1,0,1,0,0
"1744","ACNHKXWKZRUZ5","english",38,"male","low","low_pic",35446,"1","1","1",0,"Location F.","Locations A, D, E, and F.","Locations D and F.","mo-l","exh","ms-l",1,0,1,0,1,0,1,1,0,1,0,1,0,0
"1747","1","na",31,"female","low","low_pic",59105,"0","0","1",0,"Locations D and F.","Locations A, D, E, and F.","Locations A and D.","ms-l","exh","ms-h",1,0,0,1,1,0,1,0,0,0,1,0,0,0
"1748","1","na",31,"female","high","high_operative",74604,"0","0","1",0,"The Northeast district.","The North district.","The Northeast and Southwest districts.","mo-h","mo-l","ms-h",0,1,1,1,0,0,1,0,0,0,1,0,0,0
"1749","1","na",31,"female","low","low_coffee",27695,"1","0","0",0,"Cafes E and B.","Cafe E.","Cafes F and D.","ms-h","mo-h","ms-l",0,1,0,1,1,0,1,0,0,0,1,0,0,0
"1750","1","na",31,"female","high","high_firefighter",47414,"1","0","0",0,"The fifth and second floors.","The sixth floor.","The fourth and sixth floors.","ms-h","mo-l","ms-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"1751","1","na",31,"female","low","low_yoga",33016,"0","0","1",0,"Studio B.","Studios F and E.","Studio F.","mo-l","ms-h","mo-h",0,1,1,1,0,0,1,0,1,0,0,0,0,0
"1752","1","na",31,"female","high","high_terrorism",46753,"1","0","0",0,"Stores E and B.","Stores A and F.","Store F.","ms-h","ms-l","mo-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
